time,ElementInt_c,_dt,dofs,elasticity_c11_aux,eta_precip_area,linear_its,nonlinear_its,precipitate_area,stress_s11_aux,total_F
0,0,0,0,0,0,0,0,0,0,0
0.2373046875,-6.2188429683641e-08,0.2373046875,79997,2.9999999999858,12565.43393056,43,9,0,0,12646.214913642
0.415283203125,-7.6295489703782e-08,0.177978515625,85545,2.9999999999825,12296.073691964,39,8,0,0,12335.010901842
0.59326171875,-8.1369729731939e-08,0.177978515625,91075,2.9999999999814,11977.214708423,34,7,0,0,12021.632143243
0.771240234375,-8.4501166952577e-08,0.177978515625,105578,2.9999999999807,11596.181182463,40,7,0,0,11679.86520706
0.94921875,-8.5669280114331e-08,0.177978515625,128534,2.9999999999804,11125.48738585,40,7,0,0,11255.208039751
1.127197265625,-8.4048659143576e-08,0.177978515625,131495,2.9999999999808,10545.075793005,42,8,0,0,10674.363838969
1.30517578125,0.0065954667345065,0.177978515625,133942,3.0000015095825,9886.3834978257,35,8,0,0,9954.0565490917
1.483154296875,0.25915334682499,0.177978515625,128950,3.0000593154938,9225.5672097342,32,8,0,0,9250.7185973275
1.6611328125,0.39970642863253,0.177978515625,125146,3.0000914855412,8616.076416005,26,8,0,0,8647.7492438683
1.839111328125,0.55220180595151,0.177978515625,111081,3.0001263889632,8062.6225038725,24,8,0,0,8112.6601201771
2.01708984375,0.50991511588324,0.177978515625,112832,3.0001167103079,7547.7929637083,24,8,0,0,7607.3948729201
2.195068359375,0.45654428712948,0.177978515625,106502,3.0001044946946,7053.8366739747,24,8,0,0,7114.1112639835
2.373046875,0.32170131072861,0.177978515625,92406,3.0000736315866,6571.5529803176,24,8,0,0,6628.8217894754
2.551025390625,0.3248697176757,0.177978515625,94008,3.0000743567774,6098.7338096723,23,8,0,0,6153.293927548
2.72900390625,0.31737988561378,0.177978515625,94689,3.0000726424909,5636.4728424575,24,8,0,0,5684.7177175987
2.906982421875,0.32902827191489,0.177978515625,95970,3.0000753085949,5189.9728152927,24,8,0,0,5228.7498912467
3.0849609375,0.36326866383931,0.177978515625,93313,3.0000831455987,4766.2170766,23,8,0,0,4798.9162760489
3.262939453125,0.47661082804065,0.177978515625,82322,3.0001090875613,4369.1573582386,24,8,0,0,4400.5139389455
3.44091796875,0.51710729121994,0.177978515625,83613,3.0001183564662,3996.9883521739,24,8,0,0,4030.0031958664
3.618896484375,0.4958435194662,0.177978515625,81667,3.0001134895751,3643.8763569931,24,8,0,0,3678.1931200978
3.796875,0.45779188925273,0.177978515625,80562,3.0001047802481,3303.9311265833,24,8,0,0,3339.2419718715
3.974853515625,0.45274049734097,0.177978515625,81205,3.0001036240762,2972.6906807694,24,8,0,0,3008.1961410523
4.15283203125,0.44830931636679,0.177978515625,80710,3.0001026098594,2648.7556107469,24,8,0,0,2679.1203223853
4.330810546875,0.44901704762067,0.177978515625,79185,3.0001027718462,2336.621191108,24,8,0,0,2354.3352541826
4.5087890625,0.43685092798229,0.177978515625,76890,3.0000999872424,2046.6404481228,24,8,0,0,2051.0909601162
4.686767578125,0.42586507726216,0.177978515625,78061,3.0000974727807,1788.2571919972,23,8,0,0,1788.3711223942
4.86474609375,0.482906973971,0.177978515625,73323,3.0001105286348,1562.1990216203,23,8,0,0,1567.2258057059
5.042724609375,0.47422572557551,0.177978515625,73475,3.0001085416547,1360.0596149843,24,8,0,0,1373.5542422924
5.220703125,0.47403529640169,0.177978515625,73663,3.0001084980689,1168.760733234,23,8,0,0,1189.9264497355
5.398681640625,0.47806180016305,0.177978515625,75719,3.0001094196625,977.08791780127,30,8,0,0,996.14403157811
5.57666015625,0.48481667147043,0.177978515625,77031,3.0001109657299,785.50149011794,32,8,0,0,782.65956635484
5.754638671875,0.50336342833444,0.177978515625,77587,3.0001152107456,611.68505196007,37,8,0,0,580.54826660771
5.9326171875,0.50870112183242,0.177978515625,78829,3.0001164324467,475.39125800202,34,8,0,0,434.58900935296
6.0327301025391,0.51020203346384,0.10011291503906,87091,3.0001167759781,410.55319021048,44,9,0,0,372.42930007007
6.1078147888184,0.50993210819875,0.075084686279297,88521,3.0001167141971,375.09609138631,60,12,0,0,338.10426231828
6.1500499248505,0.51094683384922,0.042235136032104,89235,3.0001169464494,356.73611986935,58,12,0,0,318.61274777029
6.1738071888685,0.48097431465921,0.023757264018059,86807,3.0001100862842,347.17986766897,44,11,0,0,306.59006117001
6.1916251368821,0.30410754234399,0.017817948013544,76260,3.0000696046926,341.21256975525,51,13,0,0,296.28758285707
6.2016477326397,1.4524775237984,0.010022595757619,59042,3.0003324457223,337.92537377715,43,11,0,0,287.22288060606
6.2091646794579,1.6315225044233,0.0075169468182139,54374,3.0003734258662,335.95347831096,51,13,0,0,276.0987709389
6.2133929620431,1.9633397617345,0.0042282825852453,50229,3.0004493728092,335.30071463191,43,11,0,0,263.1648058556
6.2165641739821,1.6431912338578,0.003171211938934,42800,3.0003760966264,335.15558099423,47,12,0,0,243.95814127514
6.2183479806977,1.2566545500124,0.0017838067156504,39557,3.0002876254005,335.0730041127,39,10,0,0,216.65411701999
6.2196858357345,3.6633553557515,0.0013378550367378,37500,3.0008384754995,339.49066408187,43,11,0,0,174.87612882659
6.220689227012,6.4554384346587,0.0010033912775533,36007,3.0014775326007,341.76520125578,47,12,0,0,86.61523051187
6.2214417704702,10.9127333985,0.000752543458165,34918,3.0024977264553,339.36052105861,59,15,0,0,-160.37984209728
6.2218650761654,3.3256875732751,0.00042330569521781,34262,3.0007611894775,326.97178535722,63,13,0,0,-773.48207679425
6.222103185619,3.4770450922256,0.00023810945356002,34132,3.0007958324643,326.67825157504,53,11,0.5,0,-2060.4482786245
6.2222817677091,5.2719270483086,0.00017858209017001,34079,3.0012066483417,327.27583759078,68,14,0.9375,0,-6235.519719135
6.2223822201349,5.2721235288436,0.00010045242572063,34079,3.0012066933126,327.76411423826,63,13,1.5,0,-18341.062040555
6.2224387246243,6.7535294522772,5.6504489467856e-05,33983,3.0015457602201,328.89119438564,53,11,1.625,0,-50143.463783069
6.2224705083996,6.9544793413866,3.1783775325669e-05,33935,3.0015917539996,329.41792043462,50,9,1.5625,0,-121203.4444029
6.2224943462311,6.9749080281594,2.3837831494252e-05,33935,3.001596429755,330.52335990516,68,12,1.875,0,-356083.10168446
6.2225077550114,6.9795044827007,1.3408780215517e-05,33935,3.0015974817999,331.95603966982,63,11,2.25,0,-1029161.0507744
6.2225152974502,6.980538684987,7.5424388712281e-06,33935,3.0015977185101,333.66110523113,57,10,4.25,0,-2729985.0848575
6.2225195400721,6.9807713805571,4.2426218650658e-06,33935,3.0015977717698,335.50040959174,45,8,5.5,0,-6307204.3614067
6.2225227220385,6.9808237370944,3.1819663987994e-06,33935,3.0015977837533,338.16298679568,57,10,7.0625,0,-16562235.856185
6.2225245118946,6.9808355173353,1.7898560993246e-06,33935,3.0015977864496,341.1929607234,51,9,9.9375,0,-39635398.948098
6.2225258542867,6.9808381679827,1.3423920744935e-06,33935,3.0015977870563,345.93789473652,63,11,10.8125,0,-115581921.81686
6.2225266093822,6.980838764418,7.5509554190258e-07,33935,3.0015977871928,352.04698159061,63,11,10.8125,0,-332351520.36575
6.2225270341235,6.9808388986575,4.247412423202e-07,33935,3.0015977872235,359.30411060621,57,10,11.875,0,-880224901.07096
6.2225272730404,6.9808389290578,2.3891694880511e-07,33935,3.0015977872305,367.14335871343,45,8,12.375,0,-2037732754.0064
6.2225274522281,6.9808389360471,1.7918771160384e-07,33935,3.0015977872321,378.57474793985,57,10,13.375,0,-5404242239.6809
6.2225275530212,6.9808389377293,1.0079308777716e-07,33935,3.0015977872325,391.7483625699,51,9,14.875,0,-13170206317.587
6.222527628616,6.9808389384146,7.5594815832868e-08,33935,3.0015977872326,413.22188044614,69,12,16.625,0,-40661648589.072
6.2225276711381,6.9808389388339,4.2522083905988e-08,33935,3.0015977872327,443.3737248614,80,14,20.625,0,-133061162970.94
6.2225276890771,6.9808389392159,1.7939004147839e-08,33935,3.0015977872328,469.76969587566,60,11,28.625,0,-299238548503.57
6.2225276991678,6.9808389398547,1.0090689833159e-08,33935,3.0015977872329,492.98419837146,62,11,37.125,0,-544289272297.44
6.2225277067358,6.9808389422185,7.5680173748695e-09,33935,3.0015977872335,517.84895098222,76,13,43.125,0,-948029624830.7
6.2225277109928,6.9808389446935,4.2570097733641e-09,33935,3.001597787234,538.44173238043,76,13,44.125,0,-1425163372185.1
6.2225277141856,6.9808389467898,3.1927573300231e-09,33935,3.0015977872345,557.65844832681,82,14,44.125,0,-2014874092057.1
6.2225277165801,6.9808389480101,2.3945679975173e-09,33935,3.0015977872348,575.67339603571,88,15,44.125,0,-2718391932167.4
6.2225277183761,6.9808389522185,1.795925998138e-09,33935,3.0015977872358,592.16645007679,88,15,44.125,0,-3510877024363.3
6.222527719723,6.9808389553558,1.3469444986035e-09,33935,3.0015977872365,606.83564879891,88,15,45.125,0,-4351094016575.5
6.2225277207332,6.9808389665883,1.0102083739526e-09,33935,3.0015977872391,619.51910818585,82,14,46.125,0,-5191911235077.5
6.2225277214909,6.9808389742263,7.5765628046446e-10,33935,3.0015977872408,630.20686200992,76,13,46.125,0,-5990363618178.8
6.2225277220591,6.9808389769996,5.6824221034835e-10,33935,3.0015977872414,639.01204605054,70,12,47.125,0,-6714578446015
6.2225277224853,6.9808389795366,4.2618165776126e-10,33935,3.001597787242,646.12836359601,58,10,47.125,0,-7346318067535.5
6.2225277228049,6.9808389806051,3.1963624332094e-10,33935,3.0015977872423,651.78877932627,52,9,47.125,0,-7879829951152.9
6.2225277230447,6.9808389809563,2.3972718249071e-10,33935,3.0015977872423,656.23307894312,46,8,48.125,0,-8318677398826.1
6.2225277232844,6.9808389813307,2.3972718249071e-10,33935,3.0015977872424,660.86300518572,46,8,49.125,0,-8795093971320.1
6.2225277235241,6.9808390047546,2.3972718249071e-10,33935,3.0015977872478,665.6929933107,46,8,49.125,0,-9313612548813.1
6.2225277237638,6.9808390127925,2.3972718249071e-10,33935,3.0015977872496,670.73827232041,52,9,50.125,0,-9879387760959.3
6.2225277239436,6.9808390146429,1.7979538686803e-10,33935,3.0015977872501,674.67240734355,46,8,50.125,0,-10338145862487
6.2225277241234,6.9808390153606,1.7979538686803e-10,33935,3.0015977872502,678.74391038597,46,8,50.125,0,-10829561450131
6.2225277243032,6.9808390157768,1.7979538686803e-10,33935,3.0015977872503,682.96137637832,46,8,52.125,0,-11356859470165
6.222527724483,6.9808390159602,1.7979538686803e-10,33935,3.0015977872504,687.33388241301,52,9,52.125,0,-11923638677397
6.2225277246179,6.9808390160885,1.3484654015102e-10,33935,3.0015977872504,690.72025311454,40,7,52.125,0,-12376966464991
6.2225277247527,6.9808390660696,1.3484654015102e-10,33935,3.0015977872618,694.20336759512,40,7,52.125,0,-12856609065866
6.2225277248876,6.9808390827659,1.3484654015102e-10,33935,3.0015977872656,697.78815663476,46,8,52.125,0,-13364675905604
6.2225277250224,6.9808390883965,1.3484654015102e-10,33935,3.0015977872669,701.47974534996,46,8,53.125,0,-13903469698771
6.2225277251573,6.9808390903714,1.3484654015102e-10,33935,3.0015977872674,705.28357366238,46,8,53.125,0,-14475523604542
6.2225277252921,6.9808390910587,1.3484654015102e-10,33935,3.0015977872675,709.20545968031,52,9,53.125,0,-15083634795836
6.2225277253932,6.9808390912512,1.0113490511327e-10,33935,3.0015977872676,712.22769920471,40,7,53.125,0,-15565168580903
6.2225277254944,6.9808391216851,1.0113490511327e-10,33935,3.0015977872746,715.32240733697,40,7,53.125,0,-16070105485461
6.2225277255955,6.9808392186092,1.0113490511327e-10,33935,3.0015977872967,718.49267356162,40,7,53.125,0,-16600010964176
6.2225277256967,6.9808392509398,1.0113490511327e-10,33935,3.0015977873041,721.74167300983,46,8,53.125,0,-17156567234081
6.2225277257978,6.9808392617507,1.0113490511327e-10,33935,3.0015977873066,725.0727371372,46,8,53.125,0,-17741594986207
6.2225277258989,6.9808392734137,1.0113490511327e-10,33935,3.0015977873093,728.48938705745,46,8,53.125,0,-18357071237447
6.2225277260001,6.980839356622,1.0113490511327e-10,33935,3.0015977873283,731.99535548223,46,8,57.125,0,-19005147006295
6.2225277261012,6.9808393843881,1.0113490511327e-10,33935,3.0015977873347,735.59460598181,52,9,57.125,0,-19688166594408
6.222527726177,6.9808394176321,7.5851178834951e-11,33935,3.0015977873423,738.35752393123,40,7,57.125,0,-20224842422435
6.2225277262529,6.9808394899321,7.5851178834951e-11,33935,3.0015977873588,741.17699243666,40,7,57.125,0,-20783740277375
6.2225277263287,6.9808396126174,7.5851178834951e-11,33935,3.0015977873869,744.05506485115,40,7,57.125,0,-21366123553708
6.2225277264046,6.9808396535238,7.5851178834951e-11,33935,3.0015977873963,746.99383281992,46,8,57.125,0,-21973333514712
6.2225277264805,6.9808396671754,7.5851178834951e-11,33935,3.0015977873994,749.99547165301,46,8,57.125,0,-22606804020315
6.2225277265563,6.9808396922441,7.5851178834951e-11,33935,3.0015977874051,753.06226000696,46,8,57.125,0,-23268072462687
6.2225277266322,6.9808397666039,7.5851178834951e-11,33935,3.0015977874222,756.196591438,46,8,57.125,0,-23958789912918
6.222527726708,6.9808399053079,7.5851178834951e-11,33935,3.0015977874539,759.40098368024,46,8,58.125,0,-24680731725838
6.2225277267839,6.9808399515605,7.5851178834951e-11,33935,3.0015977874645,762.67808763369,52,9,58.125,0,-25435809126742
6.2225277268407,6.980840006935,5.6888384126213e-11,33935,3.0015977874772,765.18513502716,40,7,58.125,0,-26025054539417
6.2225277268976,6.9808400915511,5.6888384126213e-11,33935,3.0015977874965,767.73578011802,40,7,58.125,0,-26634995347527
6.2225277269545,6.9808402101615,5.6888384126213e-11,33935,3.0015977875237,770.33136541039,40,7,58.125,0,-27266627509938
6.2225277270114,6.9808403654236,5.6888384126213e-11,33935,3.0015977875592,772.97324781831,40,7,58.125,0,-27920997161457
6.2225277270683,6.9808404173635,5.6888384126213e-11,33935,3.0015977875711,775.66282768926,45,8,58.125,0,-28599210787190
6.2225277271252,6.980840453129,5.6888384126213e-11,33935,3.0015977875793,778.40156055383,46,8,58.125,0,-29302441753328
6.2225277271821,6.9808405122466,5.6888384126213e-11,33935,3.0015977875928,781.19096329846,46,8,58.125,0,-30031936121293
6.222527727239,6.9808406090616,5.6888384126213e-11,33935,3.001597787615,784.03261864787,46,8,58.125,0,-30789018390550
6.2225277272959,6.9808407498927,5.6888384126213e-11,33935,3.0015977876472,786.92817925744,46,8,58.125,0,-31575097588234
6.2225277273527,6.9808407970477,5.6888384126213e-11,33935,3.001597787658,789.87937186396,51,9,58.125,0,-32391673908798
6.2225277273954,6.9808408491116,4.266628809466e-11,33935,3.0015977876699,792.13024668138,40,7,58.125,0,-33025046047542
6.2225277274381,6.9808409208903,4.266628809466e-11,33935,3.0015977876864,794.41415365799,40,7,58.125,0,-33677162792579
6.2225277274807,6.9808410146112,4.266628809466e-11,33935,3.0015977877078,796.73194977763,40,7,58.125,0,-34348782902374
6.2225277275234,6.9808411316833,4.266628809466e-11,33935,3.0015977877346,799.08449528428,40,7,58.125,0,-35040695934713
6.2225277275661,6.9808412730275,4.266628809466e-11,33935,3.001597787767,801.4726719636,40,7,58.125,0,-35753729123854
6.2225277276087,6.9808413263054,4.266628809466e-11,33935,3.0015977877792,803.89739015291,46,8,58.125,0,-36488751414698
6.2225277276514,6.9808413680127,4.266628809466e-11,33935,3.0015977877887,806.35959206353,46,8,58.125,0,-37246676556576
6.2225277276941,6.9808414242907,4.266628809466e-11,33935,3.0015977878016,808.86025393795,46,8,58.125,0,-38028466173661
6.2225277277367,6.9808415045437,4.266628809466e-11,33935,3.0015977878199,811.40038788277,46,8,58.125,0,-38835132868855
6.2225277277794,6.9808416126093,4.266628809466e-11,33935,3.0015977878447,813.98104365942,46,8,58.125,0,-39667743522615
6.2225277278221,6.9808417505902,4.266628809466e-11,33935,3.0015977878763,816.60331053112,46,8,58.125,0,-40527422829391
6.2225277278647,6.9808418064616,4.266628809466e-11,33935,3.0015977878891,819.26831920513,52,9,58.125,0,-41415357135993
6.2225277278967,6.9808418585721,3.1999716070995e-11,33935,3.001597787901,821.29575772473,40,7,58.125,0,-42100576302756
6.2225277279287,6.9808419232089,3.1999716070995e-11,33935,3.0015977879158,823.34836763491,40,7,58.125,0,-42802930330659
6.2225277279607,6.9808420020054,3.1999716070995e-11,33935,3.0015977879338,825.42670068301,40,7,58.125,0,-43523004410172
6.2225277279927,6.9808420957431,3.1999716070995e-11,33935,3.0015977879553,827.53130755261,40,7,58.125,0,-44261402762709
6.2225277280247,6.9808422049133,3.1999716070995e-11,33935,3.0015977879802,829.66274955636,40,7,58.125,0,-45018753512664
6.2225277280567,6.98084224504,3.1999716070995e-11,33935,3.0015977879894,831.82160294367,46,8,58.125,0,-45795711251025
6.2225277280887,6.9808422733126,3.1999716070995e-11,33935,3.0015977879959,834.00846077679,46,8,58.125,0,-46592958815804
6.2225277281207,6.9808423091366,3.1999716070995e-11,33935,3.0015977880041,836.22393402033,46,8,58.125,0,-47411208961952
6.2225277281527,6.9808423593306,3.1999716070995e-11,33935,3.0015977880156,838.4686523935,46,8,58.125,0,-48251205996988
6.2225277281847,6.9808424265577,3.1999716070995e-11,33935,3.001597788031,840.74326516724,46,8,58.125,0,-49113727488837
6.2225277282167,6.9808425121033,3.1999716070995e-11,33935,3.0015977880506,843.0484419686,46,8,58.125,0,-49999586070819
6.2225277282487,6.9808426167958,3.1999716070995e-11,33935,3.0015977880745,845.38487361434,46,8,58.125,0,-50909631358513
6.2225277282807,6.9808426562051,3.1999716070995e-11,33935,3.0015977880835,847.75327298325,52,9,58.125,0,-51844752009494
6.2225277283047,6.9808426916086,2.3999787053246e-11,33935,3.0015977880916,849.55094814191,40,7,58.125,0,-52563087873001
6.2225277283287,6.9808427346716,2.3999787053246e-11,33935,3.0015977881015,851.36731155511,40,7,58.125,0,-53296447945349
6.2225277283527,6.9808427864307,2.3999787053246e-11,33935,3.0015977881133,853.20270582522,40,7,58.125,0,-54045260824525
6.2225277283767,6.9808428473373,2.3999787053246e-11,33935,3.0015977881273,855.05747114833,40,7,58.125,0,-54809965979998
6.2225277284007,6.9808429177833,2.3999787053246e-11,33935,3.0015977881434,856.93195255688,40,7,58.125,0,-55591017098748
6.2225277284247,6.9808429979215,2.3999787053246e-11,33935,3.0015977881618,858.82650250741,40,7,58.125,0,-56388883664443
6.2225277284487,6.980843088063,2.3999787053246e-11,33935,3.0015977881824,860.74148192912,40,7,58.125,0,-57204051967723
6.2225277284727,6.9808431248027,2.3999787053246e-11,33935,3.0015977881908,862.67726076843,46,8,58.125,0,-58037025958189
6.2225277284967,6.9808431508549,2.3999787053246e-11,33935,3.0015977881968,864.63421837497,46,8,58.125,0,-58888328034729
6.2225277285207,6.9808431806633,2.3999787053246e-11,33935,3.0015977882036,866.61274384152,46,8,58.125,0,-59758499894191
6.2225277285447,6.980843219259,2.3999787053246e-11,33935,3.0015977882124,868.61323633863,46,8,58.125,0,-60648103395212
6.2225277285687,6.9808432684571,2.3999787053246e-11,33935,3.0015977882237,870.63610545627,46,8,58.125,0,-61557721465868
6.2225277285927,6.9808433291441,2.3999787053246e-11,33935,3.0015977882376,872.68177155732,46,8,58.125,0,-62487959059162
6.2225277286167,6.9808434017402,2.3999787053246e-11,33935,3.0015977882542,874.75066614507,46,8,58.125,0,-63439444159440
6.2225277286407,6.9808434866646,2.3999787053246e-11,33935,3.0015977882736,876.8432322459,46,8,58.125,0,-64412828842748
6.2225277286647,6.9808435204192,2.3999787053246e-11,33935,3.0015977882813,878.95992480795,52,9,58.125,0,-65408790406073
6.2225277286827,6.9808435482834,1.7999840289935e-11,33935,3.0015977882877,880.56352936526,40,7,58.125,0,-66170986330696
6.2225277287007,6.9808435807061,1.7999840289935e-11,33935,3.0015977882951,882.18115302123,40,7,58.125,0,-66946575835345
6.2225277287187,6.9808436184845,1.7999840289935e-11,33935,3.0015977883038,883.81301169624,40,7,58.125,0,-67735879588674
6.2225277287367,6.980843662024,1.7999840289935e-11,33935,3.0015977883138,885.45931889733,40,7,58.125,0,-68539224527350
6.2225277287547,6.9808437114782,1.7999840289935e-11,33935,3.0015977883251,887.12029028446,40,7,58.125,0,-69356946253769
6.2225277287727,6.9808437669665,1.7999840289935e-11,33935,3.0015977883378,888.79614526788,40,7,58.125,0,-70189390076615
6.2225277287907,6.9808438286022,1.7999840289935e-11,33935,3.0015977883519,890.4871076214,40,7,58.125,0,-71036911606933
6.2225277288087,6.9808438965777,1.7999840289935e-11,33935,3.0015977883674,892.19340577129,40,7,58.125,0,-71899877215795
6.2225277288267,6.9808439232915,1.7999840289935e-11,33935,3.0015977883736,893.91527297998,46,8,58.125,0,-72778664460405
6.2225277288447,6.9808439407187,1.7999840289935e-11,33935,3.0015977883775,895.65294749888,46,8,58.125,0,-73673662494689
6.2225277288627,6.9808439595896,1.7999840289935e-11,33935,3.0015977883819,897.40667271222,46,8,58.125,0,-74585272512151
6.2225277288807,6.9808439836157,1.7999840289935e-11,33935,3.0015977883874,899.17669728238,46,8,58.125,0,-75513908194893
6.2225277288987,6.9808440140873,1.7999840289935e-11,33935,3.0015977883943,900.96327529877,46,8,58.125,0,-76459996183499
6.2225277289167,6.9808440516593,1.7999840289935e-11,33935,3.0015977884029,902.76666643132,46,8,59.125,0,-77423976567012
6.2225277289347,6.9808440965448,1.7999840289935e-11,33935,3.0015977884132,904.58713608914,46,8,59.125,0,-78406303394786
6.2225277289527,6.980844148926,1.7999840289935e-11,33935,3.0015977884252,906.42495558474,46,8,59.125,0,-79407445211396
6.2225277289707,6.9808442089629,1.7999840289935e-11,33935,3.0015977884389,908.28040230389,46,8,59.125,0,-80427885615643
6.2225277289887,6.9808442291174,1.7999840289935e-11,33935,3.0015977884436,910.1537598814,52,9,59.125,0,-81468123850268
6.2225277290022,6.9808442459366,1.3499880217451e-11,33935,3.0015977884474,911.57068867007,40,7,59.125,0,-82261594401888
6.2225277290157,6.9808442655514,1.3499880217451e-11,33935,3.0015977884519,912.99797005273,40,7,59.125,0,-83066708656758
6.2225277290292,6.9808442884724,1.3499880217451e-11,33935,3.0015977884571,914.43573718053,40,7,59.125,0,-83883699199158
6.2225277290427,6.9808443149666,1.3499880217451e-11,33935,3.0015977884632,915.88412123799,40,7,59.125,0,-84712801991040
6.2225277290562,6.9808443450383,1.3499880217451e-11,33935,3.0015977884701,917.34325426454,40,7,59.125,0,-85554258060276
6.2225277290697,6.9808443788912,1.3499880217451e-11,33935,3.0015977884778,918.81327012653,40,7,59.125,0,-86408314184734
6.2225277290832,6.980844416466,1.3499880217451e-11,33935,3.0015977884864,920.29430487536,40,7,59.125,0,-87275223242947
6.2225277290967,6.9808444579179,1.3499880217451e-11,33935,3.0015977884959,921.78649690219,40,7,59.125,0,-88155244458417
6.2225277291102,6.980844503243,1.3499880217451e-11,33935,3.0015977885063,923.2899870262,40,7,59.125,0,-89048643613032
6.2225277291237,6.9808445525299,1.3499880217451e-11,33935,3.0015977885176,924.80491856171,40,7,59.125,0,-89955693253422
6.2225277291372,6.9808445700667,1.3499880217451e-11,33935,3.0015977885216,926.33143737894,46,8,59.125,0,-90876672903049
6.2225277291507,6.9808445798036,1.3499880217451e-11,33935,3.0015977885238,927.86969196521,46,8,59.125,0,-91811869274443
6.2225277291642,6.9808445897569,1.3499880217451e-11,33935,3.0015977885261,929.41983348529,46,8,59.125,0,-92761576495414
6.2225277291777,6.9808446026646,1.3499880217451e-11,33935,3.0015977885291,930.98201584408,46,8,59.125,0,-93726096339988
6.2225277291912,6.9808446194946,1.3499880217451e-11,33935,3.0015977885329,932.55639575085,46,8,59.125,0,-94705738468073
6.2225277292047,6.9808446406496,1.3499880217451e-11,33935,3.0015977885377,934.14313278538,46,8,59.125,0,-95700820674589
6.2225277292182,6.9808446662347,1.3499880217451e-11,33935,3.0015977885436,935.74238946588,46,8,59.125,0,-96711669146358
6.2225277292317,6.9808446963816,1.3499880217451e-11,33935,3.0015977885505,937.35433131895,46,8,59.125,0,-97738618730068
6.2225277292452,6.9808447311627,1.3499880217451e-11,33935,3.0015977885585,938.97912695159,46,8,59.125,0,-98782013209425
6.2225277292587,6.98084477073,1.3499880217451e-11,33935,3.0015977885675,940.61694812524,46,8,59.125,0,-99842205592826
6.2225277292722,6.9808448152256,1.3499880217451e-11,33935,3.0015977885777,942.26796983214,46,8,59.125,0,-1.0091955841232e+14
